id,start_pos,end_pos,surface,type,score
p4103_5,62,70,Friburgo,LOC,0.9947428
p4103_5,138,139,G,LOC,0.6169991
p57_1,517,523,Ovidio,PER,0.98695105
p57_1,662,667,Dante,PER,0.9943903
p480_1,405,412,Heinsio,PER,0.9373427
p480_1,415,417,Ve,PER,0.82005185
p480_1,420,422,##io,PER,0.52183247
p480_1,460,470,Forcellini,PER,0.5999847
p983_3,46,70,Paolino da S. Bartolomeo,PER,0.9198567
p983_3,333,338,Indie,LOC,0.94711477
p109_1,0,2,Ba,PER,0.57891923
p109_1,67,73,Orazio,PER,0.9106915
p109_1,593,595,Bu,PER,0.4985861
p109_1,615,623,Frontone,PER,0.8443626
p109_1,650,658,Cellario,PER,0.9017618
p109_1,665,672,Manuzio,PER,0.903335
p501_1,176,188,Crate Cinico,PER,0.8697138
p501_1,199,206,Laerzio,LOC,0.82084316
p501_1,219,220,C,PER,0.6336933
p501_1,230,234,##bano,PER,0.33634225
p501_1,308,314,Stobeo,PER,0.9788583
p501_1,321,326,Suida,PER,0.9832673
p501_1,334,341,Menagio,PER,0.9144549
p501_1,346,358,Aldobrandini,PER,0.95457083
p2522_1,340,345,Tasso,PER,0.8686056
p2522_1,519,527,Petrarca,PER,0.9701232
p2522_1,578,592,Virgilio Mille,PER,0.99497104
p996_1,311,319,Virgilio,PER,0.995986
p996_1,324,326,Ci,PER,0.89499754
p996_1,1458,1465,Gemisto,PER,0.78047436
p88_1,143,150,Corinna,PER,0.977204
p88_1,329,336,Corinna,PER,0.97731894
p1965_1,175,186,Inghilterra,LOC,0.9994709
p1965_1,205,216,Lady Morgan,PER,0.8836427
p1965_1,218,224,France,LOC,0.9370139
p1965_1,253,260,Langage,PER,0.63099
p4234_2,165,174,V. Maffei,PER,0.88526964
p4234_2,227,232,Rubbi,LOC,0.8667939
p121_2,30,41,Montesquieu,PER,0.994721
p4201_1,27,37,Anguillara,PER,0.6621397
p4201_1,62,69,Bologna,LOC,0.9914908
p3988_2,35,37,Di,PER,0.30495042
p3988_2,67,73,Weller,PER,0.7517407
p3988_2,215,220,Force,PER,0.55631626
p3988_2,227,229,Di,PER,0.31743264
p3988_2,272,275,For,PER,0.51602346
p3988_2,281,283,Di,PER,0.30398458
p4329_1,125,131,Italia,LOC,0.9997751
p4329_1,834,841,Firenze,LOC,0.99655104
p4329_1,861,862,S,LOC,0.35381868
p4329_1,864,871,Lorenzo,LOC,0.3480447
p2923_3,152,162,Corticelli,PER,0.97977257
p2923_3,404,412,Cicerone,PER,0.9621085
p2923_3,564,569,Belle,PER,0.5650571
p2283_1,222,230,Frontone,PER,0.95955336
p2283_1,296,304,Frontone,PER,0.97331774
p2329_1,484,498,Gaetano Marini,PER,0.97126275
p2329_1,525,530,Lanzi,PER,0.72165155
p2329_1,545,547,Et,LOC,0.4201679
p2329_1,550,552,##ca,LOC,0.41821036
p2329_1,1438,1443,Lazio,LOC,0.9935328
p2329_1,1659,1664,Lazio,LOC,0.9936672
p2329_1,1720,1726,Grecia,LOC,0.98942405
p2329_1,1734,1739,Lazio,LOC,0.9934789
p4227_4,42,48,Varchi,LOC,0.69133615
p4227_4,50,58,Ercolano,LOC,0.92709583
p4227_4,60,64,Vene,LOC,0.8877578
p4461_1,137,143,Romani,PER,0.45166117
p4461_1,364,369,Nevio,PER,0.94453806
p4461_1,495,502,Hermann,PER,0.98771065
p4461_1,559,566,Niebuhr,PER,0.8528399
p3735_1,227,230,Ruo,LOC,0.4980989
p3735_1,241,245,Ruta,LOC,0.6676859
p3735_1,570,573,Reg,PER,0.33216333
p3735_1,575,578,Par,PER,0.29710677
p21_5,8,15,Longino,PER,0.97692287
p21_5,1631,1636,Staël,PER,0.76898193
p2655_1,83,85,Ci,LOC,0.27533776
p2655_1,193,196,Mai,PER,0.73243165
p2140_1,733,738,Omero,PER,0.9984832
p2140_1,743,750,Erodoto,PER,0.99708885
p473_2,0,2,Ve,PER,0.6830256
p473_2,77,86,Artageram,PER,0.9074696
p473_2,113,118,Adduo,PER,0.93834335
p4282_8,55,56,V,PER,0.6152626
p4282_8,58,65,Forcell,PER,0.48925412
p4282_8,72,81,Spagnuoli,LOC,0.6832407
p114_1,335,341,Clodio,PER,0.9936456
p114_1,344,355,Montesquieu,PER,0.99513936
p114_1,524,534,Buonaparte,PER,0.9646492
p4020_6,171,175,Scap,PER,0.5143812
p352_1,44,52,Hufeland,PER,0.9802132
p4248_5,42,49,Lattanz,PER,0.45902687
p2171_1,48,50,St,PER,0.51556337
p2171_1,51,53,##ël,PER,0.4810986
p4232_3,92,100,Casaubon,PER,0.6353738
p4232_3,105,111,Athena,LOC,0.4855625
p4232_3,139,146,Aristot,PER,0.9720626
p3005_2,503,510,Salvini,PER,0.81225944
p3005_2,598,599,C,PER,0.31972367
p3005_2,765,766,C,LOC,0.3773104
p3005_2,786,787,G,PER,0.42692322
p4475_2,193,197,Nieb,PER,0.94331294
p4475_2,245,253,Goffredo,PER,0.9122379
p4475_2,271,274,Meg,LOC,0.45876816
p4475_2,298,303,Lusia,PER,0.517089
p4475_2,522,529,Enriade,PER,0.7295938
p2715_2,89,97,Petrarca,PER,0.98187315
p2715_2,131,140,Boccaccio,PER,0.97680837
p2715_2,147,150,Per,PER,0.7621775
p655_1,213,224,Mme Lambert,PER,0.96265155
p1932_2,470,478,Cicerone,PER,0.9942131
p1932_2,602,609,Francia,LOC,0.99459004
p1932_2,727,730,Cic,PER,0.67819697
p1932_2,734,740,Orazio,PER,0.8823588
p1932_2,763,776,Thomas di Cic,PER,0.9889575
p1932_2,1187,1194,Francia,LOC,0.947539
p1932_2,1493,1500,Francia,LOC,0.9815922
p1043_1,456,476,Montesquieu Grandeur,PER,0.9474117
p1043_1,582,589,Francia,LOC,0.9995995
p4004_5,98,101,For,LOC,0.68525004
p3994_2,595,597,Sc,LOC,0.29325837
p4119_9,582,589,Venezia,LOC,0.8822094
p3643_1,0,2,Fu,PER,0.34542978
p342_2,298,303,Omero,PER,0.9870938
p342_2,320,321,G,PER,0.64781857
p342_2,1691,1697,Hobbes,PER,0.954618
p4246_1,50,58,Petrarca,PER,0.9855083
p4246_1,124,127,Tas,LOC,0.3511
p4246_1,218,223,Mauro,PER,0.81327975
p4246_1,248,252,Guid,PER,0.5729321
p4246_1,254,259,##cioni,PER,0.42077878
p4246_1,299,301,Ve,PER,0.69469446
p4246_1,304,311,Giolito,PER,0.7279575
p1961_2,96,102,Scalda,PER,0.77117085
p1961_2,108,114,Andrès,PER,0.5985025
p2138_1,261,268,Varrone,PER,0.9802756
p2138_1,369,372,For,PER,0.44850084
p2138_1,655,661,Cautus,PER,0.5056738
p55_4,205,214,Sanazzaro,PER,0.8946011
p55_4,220,227,Arcadia,LOC,0.8809108
p55_4,290,296,Esiodo,PER,0.946523
p724_3,574,579,Monti,PER,0.81133497
p724_3,591,596,Monti,PER,0.80766493
p724_3,628,633,Arici,PER,0.8850594
p4248_8,27,31,Crus,LOC,0.47425997
p1447_3,395,396,V,PER,0.599072
p1447_3,398,406,Porfirio,PER,0.828794
p1447_3,408,411,Vit,PER,0.7508511
p1447_3,413,420,Plotini,PER,0.89178294
p2384_1,676,681,Omero,PER,0.8307637
p520_1,328,334,Romani,LOC,0.8531319
p520_1,508,515,Francia,LOC,0.9771478
p520_1,520,526,Spagna,LOC,0.9868852
p520_1,613,620,Francia,LOC,0.99706906
p3682_1,480,484,Lupo,PER,0.42492914
p3682_1,817,819,Sp,PER,0.4771132
p3682_1,823,824,##i,PER,0.58535737
p3682_1,835,837,Ve,PER,0.319317
p4382_1,111,117,Pindem,PER,0.7498938
p4382_1,216,228,Payne Knight,PER,0.9878048
p4382_1,803,808,Circe,PER,0.6528393
p4382_1,823,827,Sole,PER,0.6894507
p4382_1,833,835,Ci,PER,0.7276634
p4030_5,0,8,Faventia,LOC,0.8746167
p4030_5,11,17,Faenza,LOC,0.9820244
p4030_5,39,41,Fa,LOC,0.63651603
p4030_5,75,77,Fa,LOC,0.72625196
p4030_5,100,104,Faye,LOC,0.6155886
p4030_5,112,118,Faenza,LOC,0.99037504
p4030_5,138,145,Francia,LOC,0.99888426
p4030_5,152,154,Fa,LOC,0.8488022
p2709_1,473,481,Cartesio,PER,0.98140675
p2709_1,484,490,Newton,PER,0.996894
p2709_1,1309,1316,Wieland,PER,0.68368936
p4124_7,19,26,Apollon,PER,0.89838964
p4237_4,255,263,Recanati,LOC,0.88812995
p943_1,288,293,Bayer,PER,0.96031106
p943_1,312,320,Fourmont,PER,0.9456715
p943_1,475,481,Annali,PER,0.7708309
p943_1,675,681,Annali,PER,0.76663685
p1818_1,675,688,V. Forcellini,PER,0.984704
p4030_10,11,18,Erodoto,PER,0.9766867
p4030_10,135,141,Palmer,PER,0.71422863
p4030_10,162,171,Herodotus,PER,0.5399854
p4030_10,187,194,Luciano,PER,0.97286135
p2054_2,762,770,Montibus,PER,0.4007635
p239_2,17,37,M. Tullio pro Archia,PER,0.9830933
p239_2,517,525,Cicerone,PER,0.9963051
p239_2,1205,1213,Svizzera,LOC,0.9983748
p4219_1,16,24,Damascio,PER,0.8912831
p4219_1,111,118,Isidoro,PER,0.97919154
p4219_1,560,562,Ol,PER,0.46859846
p4219_1,850,860,Aristoteli,PER,0.93896407
p4219_1,1091,1099,Platonis,PER,0.7855351
p4219_1,1146,1154,Pindarus,PER,0.95092773
p4219_1,1258,1266,Platonis,PER,0.7638975
p4046_3,433,436,Sui,LOC,0.3278557
p2402_2,73,85,Dione Cassio,PER,0.9846364
p4327_1,89,93,Wolf,PER,0.9974367
p4327_1,99,105,Müller,PER,0.9971284
p4327_1,179,184,Omero,PER,0.9932029
p4327_1,481,489,Virgilio,PER,0.99555653
p4327_1,495,500,Tasso,PER,0.96391714
p4327_1,754,759,Omero,PER,0.9825051
p4327_1,956,960,Wolf,PER,0.99731773
p4327_1,966,972,Müller,PER,0.9968712
p4327_1,1234,1239,Omero,PER,0.9909086
p4327_1,1320,1327,Firenze,LOC,0.81741285
p1579_1,86,87,V,PER,0.9247597
p1579_1,89,96,Lavater,PER,0.9206848
p553_2,753,761,American,LOC,0.38041782
p553_2,893,899,German,LOC,0.35718724
p553_2,912,918,Tacito,PER,0.9930162
p553_2,940,945,Celti,LOC,0.6428932
p553_2,957,963,Ossian,PER,0.9818015
p553_2,982,989,Omerici,PER,0.55158746
p553_2,1299,1300,V,PER,0.7179108
p553_2,1302,1308,Goguet,PER,0.93159956
p911_1,241,245,Ling,PER,0.4979448
p911_1,265,273,Rousseau,PER,0.9901642
p911_1,437,445,Rousseau,PER,0.99519354
p595_1,241,245,Tite,PER,0.88584673
p595_1,357,362,Ennio,PER,0.95135343
p595_1,370,372,Ci,PER,0.33779207
p595_1,412,422,Forcellini,PER,0.5878912
p595_1,465,473,Virgilio,PER,0.99334943
p595_1,486,492,Stazio,PER,0.97448224
p4388_2,392,400,Virgilio,PER,0.9981489
p4388_2,474,483,Raffaello,PER,0.9915611
p1655_2,38,40,Sc,PER,0.39037728
p1655_2,477,485,Cartesio,PER,0.98810035
p1655_2,493,499,Dutens,PER,0.7943648
p4126_1,134,144,V. Forcell,PER,0.7808131
p4259_4,36,43,Bartoli,PER,0.9925785
p4259_4,73,77,Roma,LOC,0.9653032
p2705_2,33,42,Perticari,PER,0.64305663
p63_4,232,239,Amadria,PER,0.6171315
p63_4,266,270,Pane,PER,0.7370284
p63_4,375,381,Naiadi,LOC,0.8326783
p63_4,493,502,Ciparisso,PER,0.7394274
p2965_1,966,973,Alfieri,PER,0.954175
p2139_1,141,145,Voss,PER,0.5987512
p2139_1,188,194,Servio,PER,0.5977058
p2139_1,1632,1638,Grecia,LOC,0.9449908
p2139_1,1642,1647,Lazio,LOC,0.9883575
p1209_2,92,100,Petrarca,PER,0.9939027
p4025_5,53,59,Crusca,LOC,0.61283594
p3494_1,47,50,Dei,PER,0.49536827
p3494_1,255,258,Dei,PER,0.5089655
p3494_1,441,444,Dei,PER,0.571051
p3494_1,1512,1519,Forcell,PER,0.57185364
p3494_1,1669,1679,Forcellini,PER,0.79775995
p3494_1,1683,1687,Nymp,PER,0.6758981
p3494_1,1737,1743,Ercole,PER,0.9523919
p3494_1,1757,1779,Luciano Dial. d'Ercole,PER,0.85648036
p3494_1,1782,1789,Diogene,PER,0.9556992
p392_1,343,348,Dante,PER,0.99717486
p392_1,354,362,Petrarca,PER,0.9918817
p392_1,776,782,Cosimo,PER,0.9989017
p392_1,785,803,Lorenzo de'Medici,PER,0.999421
p392_1,915,922,Leon X.,PER,0.9905844
p392_1,1186,1193,Alfieri,PER,0.9864525
p2367_2,20,24,Nate,PER,0.679681
p2367_2,133,146,Regia Parnasi,LOC,0.7057823
p4201_5,22,26,Caro,PER,0.40266895
p4122_6,60,68,Recanati,LOC,0.9545056
p4460_6,14,36,Dionisio d'Alicarnasso,PER,0.9996457
p4460_6,104,110,Romani,LOC,0.81505245
p205_1,0,6,Ossian,PER,0.91562974
p205_1,69,81,V. Cesarotti,PER,0.8645494
p4102_5,280,287,Moliere,PER,0.56943023
p4102_5,592,600,Recanati,LOC,0.8383222
p4482_2,624,626,Or,PER,0.35270667
p4482_2,942,944,Io,PER,0.9211624
p4482_2,946,952,Drusio,PER,0.93159175
p1415_2,1107,1118,La Fontaine,PER,0.9968066
p1415_2,1159,1166,Fénélon,PER,0.9782972
p1415_2,1178,1185,Bossuet,PER,0.99411225
p4062_3,42,48,Lucian,PER,0.97623426
p1760_1,44,49,Rocca,LOC,0.53650665
p1760_1,117,124,Ispagna,LOC,0.97516656
p1760_1,323,330,Ispagna,LOC,0.968921
p1760_1,566,572,Milano,LOC,0.9790684
p1760_1,574,581,Pirotta,LOC,0.4889762
p1760_1,590,602,A. F. Stella,PER,0.8744499
p1858_1,20,29,Copernico,PER,0.97248316
p1858_1,279,288,Pittagora,PER,0.87071925
p1858_1,292,309,Aristarco di Samo,PER,0.97902524
p1858_1,315,328,Card. di Cusa,PER,0.8117259
p4140_3,26,27,C,PER,0.44244558
p1312_2,285,291,Orazio,PER,0.829602
p1312_2,741,746,Celso,PER,0.9749367
p1312_2,766,773,Galileo,PER,0.9982048
p4163_9,132,149,Augustin de Roxas,PER,0.9997295
p4163_9,171,178,Bologna,LOC,0.99742234
p983_1,44,54,Costantino,PER,0.9819765
p983_1,61,76,Corte Bizantina,LOC,0.76195973
p983_1,129,142,S. Crisostomo,PER,0.96312755
p983_1,207,212,Paris,LOC,0.8370831
p983_1,226,232,Montfa,LOC,0.6084917
p983_1,307,318,Giustiniano,PER,0.9744625
p983_1,374,380,Grecia,LOC,0.95396507
p983_1,467,481,Costantinopoli,LOC,0.9922188
p2631_1,286,293,Luciano,PER,0.99820983
p2631_1,295,302,Longino,PER,0.9860221
p2631_1,388,406,Isocrate Senofonte,PER,0.9936466
p4153_2,15,16,V,PER,0.42409995
p1028_3,47,53,Andrès,PER,0.93227196
p1028_3,138,145,Venezia,LOC,0.988352
p2371_1,958,967,Senofonte,PER,0.9848969
p1098_1,52,57,Monti,PER,0.6253735
p981_1,228,235,Longino,PER,0.9920889
p981_1,271,279,Cicerone,PER,0.9955025
p981_1,286,294,Plutarco,PER,0.99527544
p981_1,329,334,##stene,PER,0.639181
p981_1,354,358,Toup,PER,0.5486944
p981_1,362,368,Longin,PER,0.8729356
p981_1,628,638,Mingarelli,PER,0.94553405
p981_1,654,673,Didimo Alessandrino,PER,0.9862214
p981_1,675,682,Teologo,PER,0.536766
p981_1,807,812,Didym,PER,0.6329949
p981_1,819,822,##ndr,PER,0.62838924
p981_1,854,858,Bono,PER,0.46648055
p981_1,867,873,Laelii,PER,0.5604115
p981_1,876,881,Vulpe,LOC,0.6390334
p981_1,919,946,Johannis Aloysii Mingarelli,PER,0.8854134
p981_1,1070,1077,Venezia,LOC,0.9798728
p981_1,1737,1747,Costantino,PER,0.9557402
p981_1,1775,1781,Grecia,LOC,0.6252699
p981_1,1792,1798,Romani,LOC,0.4577309
p212_3,313,324,Montesquieu,PER,0.9957412
p735_1,388,398,Costantino,PER,0.99181926
p735_1,418,428,S. Basilio,PER,0.9401877
p735_1,431,444,S. Crisostomo,PER,0.9524811
p1260_2,156,163,Alfieri,PER,0.979692
p697_1,1075,1079,Bald,PER,0.68379277
p697_1,1098,1101,Per,PER,0.5803049
p3702_2,0,6,Adoleo,PER,0.7578131
p3702_2,93,99,Adoleo,PER,0.6901399
p3595_1,61,72,Gerusalemme,LOC,0.9834242
p3595_1,293,298,Dante,PER,0.8992591
p3595_1,783,785,Er,PER,0.6562773
p3595_1,982,993,Gerusalemme,LOC,0.98566264
p3595_1,1163,1171,Goffredo,PER,0.9478983
p3595_1,1174,1181,Rinaldo,PER,0.9509812
p3595_1,1214,1216,Er,PER,0.6310979
p3595_1,1285,1296,Gerusalemme,LOC,0.97115475
p3595_1,1351,1353,Er,PER,0.63217944
p3595_1,1440,1444,Eroe,PER,0.8452604
p3595_1,1515,1526,Gerusalemme,LOC,0.97137666
p3060_2,0,3,Por,LOC,0.5646773
p3060_2,91,96,Porgo,LOC,0.90783226
p3060_2,119,123,Fest,LOC,0.46034467
p1153_1,507,512,Force,PER,0.4010697
p1153_1,519,523,Cave,PER,0.43570828
p1153_1,778,787,Prisciano,PER,0.9729369
p1980_1,393,394,V,PER,0.69296646
p1980_1,396,401,Celso,PER,0.7893573
p4478_1,28,31,Dei,PER,0.7301123
p4478_1,63,68,Omero,PER,0.98873246
p4478_1,87,94,Erodoto,PER,0.98474264
p4478_1,369,375,Grecia,LOC,0.9717001
p4478_1,537,543,Grecia,LOC,0.98341817
p4478_1,555,569,Policrate sami,PER,0.85581565
p4478_1,576,583,Erodoto,PER,0.9600751
p206_3,67,74,Chilone,PER,0.7393187
p206_3,84,86,La,LOC,0.4129546
p206_3,164,166,Is,PER,0.82051194
p206_3,168,177,Casaubono,PER,0.7395296
p206_3,181,183,La,LOC,0.5442726
p206_3,193,197,Pole,PER,0.3946065
p3004_1,145,151,Seneca,PER,0.9873576
p3004_1,645,651,Seneca,PER,0.98119235
p3004_1,694,703,Claudiano,PER,0.80938137
p9_2,292,297,Omero,PER,0.9941473
p9_2,1439,1445,Orazio,PER,0.9577738
p9_2,1447,1453,Horace,PER,0.92353046
p9_2,1628,1635,Classic,PER,0.32736593
p9_2,1859,1870,Omero Dante,PER,0.73815656
p3326_1,98,103,Luigi,PER,0.9812076
p4010_4,163,166,App,PER,0.7461705
p4010_4,168,174,Ateneo,PER,0.64325
p4010_4,379,383,Crus,LOC,0.48185432
p683_1,23,40,Antonio Giacomini,PER,0.9997734
p683_1,440,452,Iacopo Nardi,PER,0.9672321
p683_1,461,478,Antonio Giacomini,PER,0.8073559
p683_1,480,485,Lucca,LOC,0.9961333
p683_1,491,508,Francesco Bertini,PER,0.99940324
p3577_1,728,742,Mons. de Pradt,PER,0.96815956
p3577_1,775,781,Africa,LOC,0.9955852
p4196_1,102,108,Sueton,PER,0.78295475
p4196_1,131,141,Forcellini,PER,0.72986007
p3761_2,84,91,Arriano,PER,0.95632386
p3761_2,235,236,V,PER,0.69795907
p3761_2,238,245,Forcell,PER,0.5690996
p2987_1,215,230,Bastian Borrego,PER,0.99819535
p329_1,165,171,Pascal,PER,0.99634945
p329_1,1040,1048,Maometto,PER,0.9918267
p329_1,1128,1134,Lutero,PER,0.9917713
p329_1,1177,1179,Al,LOC,0.3669384
p4177_3,61,67,Petrar,PER,0.9535492
p4177_3,169,177,Petrarca,PER,0.9690496
p1324_1,877,882,Dante,PER,0.9975898
p2825_2,388,396,Eustazio,PER,0.98422647
p2825_2,535,543,Epifanio,PER,0.924953
p2825_2,559,568,Mustoxidi,PER,0.937494
p2825_2,577,582,Scinà,PER,0.9281216
p2825_2,1248,1249,G,LOC,0.34122953
p4030_9,47,54,Luciano,PER,0.9236172
p4030_9,73,80,Erodoto,PER,0.8796417
p4030_9,117,119,Sc,PER,0.43710893
p4140_1,80,97,S. Gio. Gualberto,PER,0.7074801
p3960_2,88,97,Cervantes,PER,0.98234504
p3960_2,99,109,D. Quijote,PER,0.86208236
p3134_1,116,121,Omero,PER,0.9813193
p3134_1,1594,1602,Virgilio,PER,0.9954273
p3134_1,1627,1631,Enea,PER,0.9806376
p3134_1,1668,1675,Achille,PER,0.99751186
p3134_1,1736,1744,Virgilio,PER,0.99587154
p3134_1,1802,1807,Omero,PER,0.99543387
